hpic_name,TICID,period_rot(d),period_rot_err(dd),amp_median(%)
TIC 66555593,66555593,3.1459,0.043,1.1848
TIC 170194028,170194028,1.3924,0.0094,0.1282
TIC 37354640,37354640,19.0289,2.053,0.091
TIC 333283550,333283550,21.2315,2.5514,0.1005
TIC 259097905,259097905,21.2554,1.8082,0.1251
TIC 62481726,62481726,12.5156,0.8957,0.1683
TIC 260852224,260852224,20.1322,1.1514,0.4351
TIC 127227316,127227316,1.583,0.0084,1.2604
TIC 357793687,357793687,6.3841,0.0844,0.3375
TIC 160116507,160116507,20.5362,2.3882,0.1492
TIC 320679914,320679914,16.3365,1.5172,0.0984
TIC 115627891,115627891,20.2444,1.6536,0.1643
TIC 311128611,311128611,20.0679,2.2813,0.1591
TIC 408191403,408191403,10.5981,0.6451,0.1267
TIC 359630395,359630395,6.382,0.2384,0.1284
TIC 139646768,139646768,0.5652,0.0014,0.366
TIC 264615805,264615805,16.0902,1.4722,0.1249
TIC 371422484,371422484,0.8568,0.0025,1.4715
TIC 235066737,235066737,9.8257,0.2497,0.3638
TIC 402104884,402104884,19.5472,1.5513,0.1631
TIC 79403675,79403675,3.3938,0.0314,1.3763
TIC 230599898,230599898,10.0672,0.583,0.3665
TIC 117874959,117874959,6.2068,0.1129,0.8961
TIC 41226271,41226271,13.2746,0.2428,0.2135
TIC 279851119,279851119,8.5162,0.2433,0.3401
TIC 449098466,449098466,9.1093,0.4789,0.6534
TIC 380437119,380437119,18.6982,1.402,0.1349
TIC 37750558,37750558,2.3139,0.0339,0.1085
TIC 179034958,179034958,4.8219,0.0977,0.6399
TIC 150359500,150359500,1.0334,0.0013,2.0033
TIC 41031598,41031598,20.7621,1.4091,0.1301
TIC 214912529,214912529,7.6673,0.2414,0.687
TIC 322736687,322736687,3.0401,0.0569,0.5318
TIC 376220244,376220244,12.8047,0.937,0.1794
TIC 237306451,237306451,14.5874,0.4332,0.2431
TIC 21174957,21174957,9.567,0.3729,0.6074
TIC 302899118,302899118,18.327,1.3474,0.1889
TIC 234994474,234994474,21.5924,2.6382,0.2073
TIC 352103702,352103702,14.1821,1.1467,0.1446
TIC 262039243,262039243,1.9585,0.0143,0.6662
TIC 200727790,200727790,20.9631,2.4877,0.178
TIC 358289822,358289822,15.2996,0.6687,0.1731
TIC 115108309,115108309,11.5159,0.5424,0.2501
TIC 143399734,143399734,17.1549,1.6715,0.2568
TIC 25001358,25001358,2.2809,0.033,1.7689
TIC 352817358,352817358,3.8794,0.0908,2.6575
TIC 428988656,428988656,2.7189,0.0139,1.1037
TIC 5656273,5656273,0.4312,0.0007,2.0855
TIC 15460279,15460279,20.2159,1.6371,0.2933
TIC 284557857,284557857,15.1427,0.3636,0.2739
TIC 125205531,125205531,19.1964,2.089,0.1826
TIC 272335628,272335628,1.7377,0.007,0.7708
TIC 173418717,173418717,6.1007,0.2183,0.2851
TIC 110220637,110220637,0.4084,0.0017,0.0565
TIC 456892725,456892725,14.2698,1.1608,0.1643
TIC 33419291,33419291,19.0995,2.0681,0.1513
TIC 439874011,439874011,10.514,0.4523,0.4206
TIC 161153432,161153432,11.1971,0.5131,0.5665
TIC 406857100,406857100,0.5225,0.0004,0.2757
TIC 243479687,243479687,8.3741,0.2037,0.3399
TIC 169344643,169344643,20.3922,2.3551,0.1135
TIC 342443350,342443350,5.0655,0.076,0.3744
TIC 231907973,231907973,4.3428,0.0399,2.517
TIC 68195364,68195364,18.0938,1.8577,0.2528
TIC 371950958,371950958,18.0521,1.3262,0.127
TIC 381858289,381858289,20.2196,2.3157,0.2246
TIC 25559430,25559430,6.7831,0.1908,0.5955
TIC 387328696,387328696,19.6306,1.2676,0.1175
TIC 402288287,402288287,13.9737,1.1136,0.1277
TIC 422843553,422843553,19.1013,2.0685,0.1482
TIC 269209796,269209796,15.0193,0.578,0.5392
TIC 347423833,347423833,14.47,0.8457,0.3412
TIC 456945485,456945485,9.3967,0.3076,0.3692
TIC 117896243,117896243,18.9409,2.0342,0.0914
TIC 434230605,434230605,8.3744,0.2872,0.4553
TIC 166931622,166931622,19.6342,1.5531,0.3356
TIC 88478727,88478727,1.0571,0.0057,1.4269
TIC 387809195,387809195,20.6865,1.4109,0.1115
TIC 245835422,245835422,9.3095,0.251,0.3945
TIC 91354281,91354281,17.1423,1.1951,0.3401
TIC 61281764,61281764,19.9417,1.5932,0.0977
TIC 158111564,158111564,3.5939,0.0554,0.1975
TIC 245833065,245833065,1.4816,0.0074,2.7363
TIC 278829597,278829597,8.471,0.4151,0.0965
TIC 184610711,184610711,16.2203,1.4959,0.0956
TIC 194459612,194459612,10.933,0.4852,0.1604
TIC 17144636,17144636,8.834,0.4508,0.0696
TIC 370937637,370937637,10.947,0.6876,0.2727
TIC 200460091,200460091,8.7507,0.3235,0.231
TIC 78110891,78110891,10.2784,0.4313,0.3403
TIC 178155702,178155702,14.9044,0.8963,0.2016
TIC 273589987,273589987,0.5925,0.0011,0.456
TIC 115305068,115305068,5.4128,0.173,0.0878
TIC 17554784,17554784,11.9714,0.5897,0.3523
TIC 119487103,119487103,21.553,2.6287,0.1178
TIC 269826647,269826647,10.5986,0.6452,0.1191
TIC 672319877,672319877,14.7545,1.2401,0.0952
TIC 260949184,260949184,20.807,1.2256,0.2122
TIC 85898240,85898240,15.1414,0.923,0.3141
TIC 88379993,88379993,5.02,0.1057,1.1329
TIC 338647848,338647848,20.2574,1.6488,0.2159
TIC 251824588,251824588,9.538,0.3027,0.5357
TIC 394650204,394650204,21.6623,2.6552,0.1871
TIC 177918151,177918151,14.3407,1.1722,1.2913
TIC 467644708,467644708,8.8678,0.4542,0.3487
TIC 220039253,220039253,21.8916,2.7113,0.1406
TIC 67160409,67160409,1.6427,0.0104,0.4997
TIC 38704192,38704192,20.5425,1.6897,0.1492
TIC 343335500,343335500,20.137,1.6246,0.1357
TIC 197054644,197054644,0.2575,0.0008,0.0699
TIC 152826046,152826046,18.4869,1.1551,0.126
TIC 218046124,218046124,3.9108,0.0922,0.1542
TIC 36312951,36312951,8.3248,0.4012,0.1333
TIC 331731084,331731084,11.1167,0.5021,0.2127
TIC 397538321,397538321,7.551,0.3313,0.1045
TIC 327710325,327710325,19.9462,2.254,0.1044
TIC 24086676,24086676,22.0649,2.7541,0.1436
TIC 233068870,233068870,0.2802,0.0002,0.3363
TIC 250470910,250470910,7.1006,0.2937,0.1316
TIC 39292359,39292359,2.9673,0.0543,0.1022
TIC 206605715,206605715,1.081,0.0049,1.395
TIC 372917714,372917714,5.2679,0.0948,0.8496
TIC 434101713,434101713,5.7368,0.0732,1.4349
TIC 138500614,138500614,15.0258,0.9093,0.1344
TIC 422422228,422422228,19.5004,2.1551,0.1756
TIC 157766565,157766565,9.0694,0.2377,0.3091
TIC 258395472,258395472,21.0048,2.4976,0.1211
TIC 197936582,197936582,12.3,0.8654,0.0744
TIC 331725581,331725581,19.7459,1.112,0.1787
TIC 229742951,229742951,9.6947,0.1047,0.7079
TIC 260795451,260795451,20.2784,1.6481,0.1946
TIC 234991587,234991587,12.3254,0.6181,0.2058
TIC 17095953,17095953,14.9807,0.91,0.3538
TIC 399921416,399921416,15.8563,0.8439,0.2701
TIC 640616655,640616655,9.7181,0.5439,0.0712
TIC 320941591,320941591,15.8121,1.0058,0.143
TIC 24613028,24613028,19.4381,2.1415,0.1587
TIC 237185582,237185582,11.926,0.4751,0.2572
TIC 441420236,441420236,4.8512,0.0807,1.3203
TIC 2055521008,2055521008,14.6744,0.8677,0.2215
TIC 265567103,265567103,10.3968,0.6212,0.2454
TIC 419610509,419610509,5.3458,0.0976,1.2581
TIC 327701104,327701104,4.8126,0.1377,0.0922
TIC 200134124,200134124,14.6672,1.2256,0.1875
TIC 58732360,58732360,0.3085,0.0008,10.0686
TIC 139267068,139267068,10.2551,0.3026,0.4149
TIC 355547281,355547281,17.1659,1.1917,0.34
TIC 231272451,231272451,16.7183,1.1233,0.2068
TIC 427580415,427580415,19.3164,1.4957,0.1416
TIC 355788711,355788711,19.5185,1.5271,0.0934
TIC 91231096,91231096,4.5362,0.0869,1.1992
TIC 156918868,156918868,8.8693,0.3213,0.1998
TIC 219139051,219139051,17.5971,1.758,0.2741
TIC 440482689,440482689,7.5098,0.3278,0.1505
TIC 233529805,233529805,20.914,1.1104,0.205
TIC 38378634,38378634,22.1771,2.782,0.1375
TIC 245795626,245795626,10.5505,0.459,0.297
TIC 161439851,161439851,20.2563,2.324,0.1478
TIC 325095105,325095105,20.326,1.1763,0.2449
TIC 444154816,444154816,11.5675,0.5521,0.6482
TIC 255686621,255686621,8.0528,0.2941,0.0993
TIC 427238624,427238624,9.131,0.1823,0.4553
TIC 314051148,314051148,1.1292,0.0064,1.4961
TIC 47345026,47345026,9.5991,0.379,0.1923
TIC 231623694,231623694,18.4947,1.372,0.1466
TIC 270576040,270576040,18.5912,1.1418,0.2067
TIC 408479509,408479509,0.7992,0.0029,1.9293
TIC 103224787,103224787,9.9023,0.4018,0.1945
TIC 290081384,290081384,9.4537,0.3644,0.6862
TIC 438007268,438007268,15.5996,0.981,0.1276
TIC 270259954,270259954,8.1113,0.2699,0.3423
TIC 57916666,57916666,1.7599,0.0118,3.962
TIC 259408567,259408567,19.019,1.4547,0.1276
TIC 261813404,261813404,3.3339,0.0679,0.2801
TIC 38381642,38381642,1.4863,0.0106,0.1358
TIC 250325537,250325537,19.9373,1.5986,0.2516
TIC 441056236,441056236,0.434,0.001,0.5901
TIC 100993643,100993643,14.4087,1.1832,0.1932
TIC 264157985,264157985,20.1181,1.3239,0.1477
TIC 245800181,245800181,8.9646,0.464,0.1423
TIC 59840611,59840611,8.2441,0.3936,0.0927
TIC 25155612,25155612,15.8508,0.64,0.1512
TIC 118271073,118271073,12.2872,0.611,0.2487
TIC 289336448,289336448,21.8118,1.9186,0.1054
TIC 318614521,318614521,19.6263,2.1828,0.1174
TIC 147335048,147335048,2.3689,0.0355,0.0904
TIC 158437456,158437456,9.4866,0.5186,0.1927
TIC 270377865,270377865,3.6803,0.041,0.7078
TIC 301190933,301190933,11.32,0.6379,0.1387
TIC 290348383,290348383,11.6729,0.7805,0.2013
TIC 176833501,176833501,17.3492,1.7092,0.2844
TIC 13732129,13732129,19.2424,2.0989,0.0895
TIC 421535826,421535826,9.6881,0.5405,0.1014
TIC 294750180,294750180,0.5256,0.0005,0.1892
TIC 219218697,219218697,2.5614,0.0184,1.092
TIC 214640977,214640977,4.9243,0.1439,3.0601
TIC 347401680,347401680,19.1373,1.4705,0.2352
TIC 291689873,291689873,4.7963,0.079,1.2752
TIC 325491059,325491059,10.3635,0.2762,0.1623
TIC 288874350,288874350,18.9177,2.0292,0.105
TIC 367607231,367607231,21.2202,2.5487,0.087
TIC 220476613,220476613,21.0887,1.1274,0.182
TIC 350520348,350520348,1.8768,0.0036,1.9755
TIC 175405764,175405764,11.0292,0.3558,0.3522
TIC 375705496,375705496,0.5218,0.0024,5.716
TIC 403266307,403266307,4.4239,0.0445,0.3761
TIC 346720608,346720608,18.362,0.9669,0.1099
TIC 389141732,389141732,12.6785,0.9188,0.1569
TIC 372438484,372438484,9.6472,0.3097,0.2985
TIC 436933290,436933290,5.898,0.2044,0.1246
TIC 187260182,187260182,12.4111,0.881,0.1316
TIC 326186977,326186977,5.2881,0.1653,2.78
TIC 466680054,466680054,6.7923,0.1904,0.5518
TIC 403121771,403121771,19.0055,2.0479,0.2135
TIC 333680372,333680372,3.8688,0.0639,1.7026
TIC 377602612,377602612,12.9401,0.9567,0.0708
TIC 59087638,59087638,7.7921,0.2035,0.3731
TIC 14331880,14331880,6.5282,0.1864,0.3245
TIC 640561900,640561900,1.9014,0.0136,0.2963
TIC 144403212,144403212,6.2913,0.1161,1.5598
TIC 273209059,273209059,12.9568,0.9591,0.0745
TIC 433143783,433143783,8.5965,0.4273,0.302
TIC 160116798,160116798,22.3799,2.8327,0.0986
TIC 304338670,304338670,20.7744,1.7293,0.2521
TIC 250602194,250602194,0.7478,0.0031,0.8026
TIC 27454012,27454012,15.5115,0.6852,0.3691
TIC 249752378,249752378,10.5372,0.451,0.2498
TIC 137884162,137884162,18.4804,1.9372,0.1791
TIC 306450964,306450964,8.5288,0.4207,0.0939
TIC 200767510,200767510,9.7742,0.2471,0.231
TIC 79303009,79303009,15.0893,0.9336,0.1611
TIC 7679229,7679229,15.3649,0.9532,0.1241
TIC 76193813,76193813,18.0115,0.9367,0.2019
TIC 224275455,224275455,19.6686,2.1921,0.099
TIC 233342788,233342788,0.4967,0.0007,0.3414
TIC 428073480,428073480,22.1282,2.7698,0.1622
TIC 60879587,60879587,16.1628,1.4854,0.1552
TIC 409858786,409858786,18.5008,1.9415,0.1065
TIC 43487010,43487010,20.0459,2.2764,0.2754
TIC 320586991,320586991,11.8989,0.8106,0.142
TIC 207144018,207144018,16.2742,1.5058,0.1082
TIC 419959432,419959432,20.4325,1.6763,0.169
TIC 1985463289,1985463289,0.5218,0.0024,5.716
TIC 138618021,138618021,10.6745,0.6543,0.0959
TIC 238971126,238971126,8.7017,0.4376,0.0765
TIC 274127413,274127413,0.2632,0.0003,0.2041
TIC 593228,593228,14.379,0.8334,0.3187
TIC 193876487,193876487,5.1106,0.1547,0.0601
TIC 142350987,142350987,4.9608,0.1381,0.2067
TIC 36692896,36692896,11.1143,0.7085,0.2104
TIC 403039006,403039006,9.9055,0.3293,0.308
TIC 434234748,434234748,14.3399,0.8313,0.4034
TIC 302129278,302129278,7.126,0.1709,0.1204
TIC 379349643,379349643,11.5603,0.7657,0.0817
TIC 407574350,407574350,19.7866,0.8474,0.1477
TIC 232024628,232024628,10.6337,0.6494,0.1005
TIC 21445247,21445247,15.8922,1.0282,0.3046
TIC 117513932,117513932,9.0138,0.2362,0.4104
TIC 137310513,137310513,4.9366,0.1446,0.1246
TIC 219418800,219418800,8.697,0.1655,0.2125
TIC 142103354,142103354,20.1234,1.6229,0.1402
TIC 281433945,281433945,11.5309,0.313,0.3814
TIC 124433067,124433067,21.1491,1.8254,0.115
TIC 42705187,42705187,2.1313,0.011,2.6467
TIC 293306688,293306688,19.982,2.262,0.1059
TIC 70553159,70553159,21.3421,2.5778,0.1966
TIC 356641568,356641568,8.4959,0.3317,0.3201
TIC 47389199,47389199,11.6776,0.5523,0.1781
TIC 115015091,115015091,18.295,1.8989,0.0998
TIC 376995707,376995707,17.9094,0.6933,0.1128
TIC 284359245,284359245,9.2599,0.3505,0.1106
TIC 164170728,164170728,0.8872,0.0042,0.4181
TIC 25909530,25909530,19.3571,1.2264,0.2171
TIC 33949202,33949202,11.9325,0.8151,0.2906
TIC 93088834,93088834,3.0545,0.0406,1.9987
TIC 373593365,373593365,11.3072,0.733,0.2198
TIC 275833873,275833873,0.2694,0.0009,0.0254
TIC 282313843,282313843,9.753,0.4433,0.1627
TIC 248270034,248270034,3.6706,0.0816,1.7204
TIC 433500790,433500790,19.8555,2.2337,0.0901
TIC 359497229,359497229,19.6683,1.5513,0.1318
TIC 201232873,201232873,7.3833,0.2652,0.2609
TIC 381080429,381080429,19.6109,1.5458,0.1186
TIC 65203528,65203528,3.2623,0.046,1.2574
TIC 220571983,220571983,19.2657,1.4898,0.1663
TIC 402066134,402066134,9.7432,0.3865,0.1731
TIC 352728206,352728206,16.3006,1.5106,0.1071
TIC 233751709,233751709,18.5517,0.8874,0.1261
TIC 114026906,114026906,6.8896,0.16,0.9641
TIC 169765791,169765791,22.108,1.9615,0.1666
TIC 139986785,139986785,9.2249,0.4909,0.0774
TIC 24431122,24431122,19.4985,2.1547,0.4052
TIC 468828186,468828186,11.2103,0.5096,0.3434
TIC 682491,682491,20.3715,2.3503,0.2109
TIC 392694197,392694197,16.6425,0.7887,0.2297
TIC 422618003,422618003,10.5771,0.373,0.3777
TIC 352179145,352179145,7.7094,0.3451,0.169
TIC 453128833,453128833,13.4003,0.7328,0.2436
TIC 649633803,649633803,9.3287,0.5018,0.2754
TIC 30946262,30946262,18.6938,1.9819,0.1692
TIC 85045151,85045151,18.5025,1.9419,0.1995
TIC 38828540,38828540,7.4347,0.3214,0.1804
TIC 261813400,261813400,3.2858,0.0467,0.209
TIC 234290432,234290432,4.8028,0.0686,1.8092
TIC 387526133,387526133,10.4739,0.6303,0.1254
TIC 9964140,9964140,16.9327,1.6289,0.6421
TIC 436933712,436933712,19.6725,2.193,0.1669
TIC 372121202,372121202,7.3662,0.2232,0.1558
TIC 220433363,220433363,0.8555,0.0013,1.2846
TIC 140045538,140045538,1.1238,0.0064,0.3763
TIC 149176305,149176305,9.0689,0.3357,0.3044
TIC 435235994,435235994,4.3423,0.1128,0.0807
TIC 398325056,398325056,2.7194,0.0139,1.0117
TIC 404105081,404105081,9.4242,0.512,0.1357
TIC 236899387,236899387,20.464,1.0668,0.1358
TIC 238413980,238413980,9.3605,0.3572,0.4881
TIC 231017428,231017428,3.021,0.0562,0.2874
TIC 245786953,245786953,5.7507,0.1946,0.3068
TIC 367763409,367763409,12.8534,0.4783,0.2169
TIC 408012676,408012676,1.404,0.0078,0.2375
TIC 362222686,362222686,19.7587,1.5642,0.3116
TIC 302457612,302457612,17.4997,1.7388,0.4518
TIC 270377903,270377903,10.9437,0.6872,0.1252
TIC 427580190,427580190,20.386,2.3536,0.1352
TIC 127427727,127427727,20.61,2.4053,0.1034
TIC 450082328,450082328,14.1207,1.1369,0.2731
TIC 31194767,31194767,18.8767,2.0205,0.4647
TIC 319080825,319080825,0.1824,0.0005,0.038
TIC 352022550,352022550,17.2344,1.6869,0.0883
TIC 231701201,231701201,14.1746,1.1455,0.1752
TIC 469905613,469905613,19.2295,2.0961,0.1352
TIC 440632110,440632110,16.9577,1.6336,0.2266
TIC 405415381,405415381,9.3799,0.1919,0.8133
TIC 245863570,245863570,8.3783,0.1823,0.6643
TIC 422899763,422899763,11.6431,0.7766,0.5622
TIC 388580735,388580735,17.4323,1.0155,0.438
TIC 435160829,435160829,2.8402,0.0189,2.1351
TIC 12687089,12687089,8.6202,0.4296,0.4643
TIC 91046891,91046891,9.0502,0.2745,0.2478
TIC 326451066,326451066,19.2111,2.0921,0.1573
TIC 224752354,224752354,2.8602,0.0507,0.1418
TIC 283436283,283436283,0.4231,0.0012,2.8917
TIC 238870740,238870740,19.7781,1.5673,0.1343
TIC 144281624,144281624,10.0099,0.5765,0.3026
TIC 7151484,7151484,1.1485,0.0094,0.1007
TIC 2051974201,2051974201,10.9437,0.6872,0.1252
TIC 408191404,408191404,10.5981,0.6451,0.1267
TIC 188878355,188878355,1.6417,0.0127,1.2872
TIC 15756558,15756558,14.1349,0.8095,0.2845
TIC 65263849,65263849,20.0081,1.6069,0.2603
TIC 56453485,56453485,18.6904,1.9812,0.0754
TIC 101544662,101544662,0.8377,0.0038,3.9538
TIC 144480871,144480871,18.7848,2.0011,0.1253
TIC 15902489,15902489,9.244,0.2469,0.5198
TIC 15757189,15757189,9.2711,0.2877,0.6478
TIC 445932159,445932159,16.7608,1.5963,0.0952
TIC 23228849,23228849,9.348,0.291,0.4204
TIC 253011416,253011416,5.0397,0.1065,0.4118
TIC 466376085,466376085,1.2681,0.0079,0.2586
TIC 21016045,21016045,19.7548,0.999,0.1581
TIC 289450785,289450785,18.6824,0.9968,0.2661
TIC 435838531,435838531,14.4771,0.8605,0.2399
TIC 345480097,345480097,12.0617,0.5978,0.1423
TIC 25896647,25896647,1.9014,0.0136,0.2963
TIC 246942633,246942633,19.3239,2.1166,0.121
TIC 97347434,97347434,13.6014,1.0557,0.1249
TIC 47465993,47465993,1.881,0.0133,2.0028
TIC 88479623,88479623,0.9193,0.0045,1.372
TIC 63028103,63028103,8.2299,0.2783,0.1768
TIC 441402752,441402752,11.9499,0.8175,0.1191
TIC 266746662,266746662,3.1852,0.0622,0.2178
TIC 18644870,18644870,1.8523,0.0158,0.6563
TIC 440695415,440695415,4.2,0.1058,0.1068
TIC 464452462,464452462,21.2135,2.5471,0.1766
TIC 184737443,184737443,7.3755,0.2237,0.2429
TIC 61259135,61259135,12.7815,0.6649,0.3402
TIC 372361075,372361075,10.0601,0.5822,0.1688
TIC 178872239,178872239,19.4939,1.5368,0.1258
TIC 356325892,356325892,17.827,1.8038,0.1121
TIC 440701014,440701014,10.0571,0.5818,0.2019
TIC 453071791,453071791,14.3054,1.1665,0.1122
TIC 245794704,245794704,9.7575,0.3905,0.1955
TIC 421740295,421740295,15.5887,0.9917,0.4436
TIC 407940854,407940854,19.5593,2.168,0.1286
TIC 212958882,212958882,7.1632,0.1739,0.3388
TIC 374344761,374344761,19.3425,2.1206,0.113
TIC 125838647,125838647,1.7857,0.0121,1.745
TIC 49673617,49673617,5.119,0.1098,0.2483
TIC 44560052,44560052,16.2487,0.8749,0.2252
TIC 407210683,407210683,9.0961,0.4775,0.1042
TIC 47423224,47423224,0.3176,0.0006,0.6082
TIC 401443663,401443663,2.1656,0.0212,6.2542
TIC 148002870,148002870,21.2855,2.5643,0.141
TIC 266680732,266680732,2.8423,0.0354,1.4317
TIC 88533834,88533834,14.3136,1.1678,0.1619
TIC 422677298,422677298,12.1739,0.848,0.1063
TIC 17339628,17339628,4.0568,0.0989,0.1877
TIC 101222257,101222257,13.7402,1.0771,0.1777
TIC 209450384,209450384,19.881,2.2394,0.1717
TIC 23077667,23077667,18.8448,2.0138,0.6448
TIC 91640284,91640284,20.1017,1.6239,0.1365
TIC 137963253,137963253,10.0083,0.4094,0.2643
TIC 435925799,435925799,8.2297,0.2774,0.3096
TIC 154101678,154101678,4.3646,0.057,1.0918
TIC 71391602,71391602,21.5114,2.6186,0.2436
TIC 46674348,46674348,1.9544,0.0101,3.3791
TIC 114921859,114921859,9.6608,0.5376,0.1236
TIC 456863710,456863710,0.5207,0.0011,3.0622
TIC 92994199,92994199,9.6993,0.5418,0.4953
TIC 118820774,118820774,3.9231,0.0536,1.5587
TIC 416349479,416349479,8.4896,0.4169,0.3354
TIC 13022701,13022701,13.5909,1.0541,0.3185
TIC 120040579,120040579,14.2772,0.8351,0.1859
TIC 302499935,302499935,20.3608,1.6605,0.2707
TIC 435903398,435903398,9.9675,0.4048,0.1663
TIC 427580188,427580188,20.1029,1.3239,0.125
TIC 156929912,156929912,15.3481,1.3408,0.2747
TIC 247985094,247985094,1.0673,0.0058,0.6133
TIC 242946125,242946125,9.7063,0.3836,0.7811
TIC 283367251,283367251,4.6184,0.09,1.6557
TIC 301525049,301525049,5.6586,0.1886,0.2062
TIC 302129279,302129279,7.356,0.2226,0.12
TIC 29015116,29015116,13.9476,0.5641,0.2087
TIC 9788099,9788099,14.4997,1.1981,0.2201
TIC 373052731,373052731,2.0793,0.016,0.163
TIC 373027194,373027194,5.2056,0.0804,0.2695
TIC 18684004,18684004,17.9227,1.3127,0.2008
TIC 467783963,467783963,15.5444,0.9723,0.1872
TIC 97814880,97814880,19.0865,1.1942,0.2739
TIC 317177585,317177585,5.0773,0.0882,0.1528
TIC 4600885,4600885,3.9306,0.0839,0.514
TIC 17409889,17409889,13.8186,0.7708,0.2124
TIC 251823163,251823163,20.0039,2.2669,0.2267
TIC 24695017,24695017,8.4543,0.1564,0.5272
TIC 245790973,245790973,6.7192,0.2637,0.0959
TIC 269632246,269632246,6.5032,0.2473,0.178
TIC 245792840,245792840,16.129,1.4793,0.1195
TIC 206327797,206327797,0.2239,0.0005,2.0939
TIC 299803821,299803821,9.7493,0.5473,0.1203
TIC 60903802,60903802,4.1397,0.092,0.2915
TIC 92235664,92235664,18.9327,1.4425,0.1587
GAIA DR3 145325548516513280,17336696,9.2922,0.3525,0.3477
TIC 65203525,65203525,3.2602,0.046,1.2023
TIC 289906273,289906273,10.982,0.3111,0.2088
TIC 7738623,7738623,0.7871,0.0024,5.8622
TIC 402288288,402288288,13.9737,1.1136,0.1277
TIC 237337945,237337945,18.3987,0.9669,0.1194
TIC 224693781,224693781,14.4564,1.191,0.7794
TIC 266680951,266680951,20.08,2.2841,0.1658
TIC 404629742,404629742,3.0331,0.0401,0.9185
TIC 404393507,404393507,7.5503,0.1177,0.7579
TIC 283751025,283751025,3.813,0.0439,0.1364
TIC 405561257,405561257,9.9383,0.5684,0.2196
TIC 435938788,435938788,8.6904,0.4365,0.2591
TIC 17451153,17451153,13.2324,0.9999,0.2229
TIC 245789646,245789646,9.3048,0.2512,0.4259
TIC 175491770,175491770,20.2461,2.3217,0.1351
TIC 245800048,245800048,9.1705,0.2433,0.6685
TIC 389018596,389018596,5.8109,0.1405,0.2472
TIC 441054737,441054737,7.5289,0.3294,0.2987
TIC 419942387,419942387,8.0652,0.377,0.6695
TIC 442893646,442893646,13.4416,1.0313,0.4072
TIC 435907579,435907579,8.76,0.3136,0.2369
TIC 422692085,422692085,13.9642,0.7877,0.0909
TIC 146268248,146268248,20.8455,2.4601,0.2956
TIC 389042741,389042741,14.2104,0.8148,0.2665
TIC 445925825,445925825,7.23,0.3043,0.2245
TIC 245787510,245787510,9.1776,0.2453,0.3181
TIC 206327795,206327795,0.2239,0.0004,0.4632
TIC 389044637,389044637,13.8645,0.6356,0.6792
TIC 404740882,404740882,20.4275,2.3632,0.1765
TIC 452749710,452749710,0.3104,0.0011,0.2394
TIC 165213021,165213021,14.2942,1.1647,0.3073
TIC 410051254,410051254,15.374,0.9517,0.2684
TIC 467578950,467578950,9.2444,0.4929,0.4019
TIC 423432571,423432571,16.68,1.5811,0.3229
TIC 17339419,17339419,7.0844,0.2491,0.2188
TIC 28831845,28831845,15.5475,0.9727,0.2693
TIC 399757770,399757770,12.3193,0.8681,0.2923
TIC 247019002,247019002,20.287,2.331,0.2145
TIC 219138079,219138079,9.263,0.4949,0.0727
TIC 435883224,435883224,6.407,0.171,0.5566
TIC 137965087,137965087,20.2621,1.6443,0.0979
TIC 301193210,301193210,4.5713,0.0881,2.3417
TIC 445925813,445925813,8.827,0.2036,0.2227
TIC 429066731,429066731,15.0907,1.2967,0.313
TIC 79568861,79568861,12.2527,0.8589,0.0971
TIC 333625405,333625405,13.6966,1.0704,0.1897
TIC 33949103,33949103,6.208,0.113,0.6793
TIC 630550328,630550328,15.7573,1.4125,0.2797
TIC 63468501,63468501,21.142,2.5301,0.1024
TIC 381458976,381458976,11.4605,0.4397,0.2815
TIC 435905591,435905591,13.9821,0.7966,0.1898
TIC 200525363,200525363,7.6089,0.3363,0.4779
TIC 422889980,422889980,19.9581,2.2566,0.1586
TIC 234299476,234299476,9.3122,0.5001,0.1505
TIC 22874788,22874788,1.2952,0.0082,0.1158
TIC 24978375,24978375,10.6847,0.6555,0.5991
TIC 245937103,245937103,10.3414,0.3609,0.3238
TIC 245948461,245948461,15.2127,0.7667,0.2015
TIC 311151814,311151814,7.5793,0.1671,0.3422
TIC 17383020,17383020,11.4193,0.5339,0.2283
TIC 242066934,242066934,7.8294,0.2057,0.5192
TIC 381002278,381002278,8.6093,0.3031,0.7764
TIC 238437211,238437211,19.0019,2.0472,0.3223
TIC 422677299,422677299,12.1159,0.84,0.103
TIC 125757128,125757128,14.4063,0.837,0.266
TIC 139351283,139351283,11.7097,0.5553,0.3425
TIC 218291131,218291131,19.7779,1.5676,0.2405
TIC 434136638,434136638,18.9517,1.452,0.1653
TIC 17232188,17232188,5.4496,0.124,0.4455
TIC 408005982,408005982,10.2914,0.4311,0.521
TIC 245837275,245837275,9.7031,0.3178,0.2534
TIC 352503796,352503796,1.414,0.0097,1.0075
TIC 69148528,69148528,17.4944,1.7377,0.1386
TIC 242944633,242944633,11.4424,0.4333,0.2052
TIC 19394792,19394792,22.5054,2.8643,0.1121
TIC 243207030,243207030,18.0385,1.8465,0.1518
TIC 142937186,142937186,19.3035,2.1121,0.2052
TIC 365333875,365333875,6.6115,0.1806,0.3844
TIC 141306732,141306732,15.9487,1.0256,0.499
TIC 435910116,435910116,18.9592,1.4413,0.2321
TIC 459906829,459906829,8.1016,0.3804,0.0981
